instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,68
579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,58
8745,2012-01-05,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,5
9265,2012-01-26,1,1,1,22,0,4,1,1,0.38,0.3939,0.82,0.1045,142
13661,2012-07-28,3,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,337
2087,2011-04-01,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,136
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,284
12657,2012-06-16,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,617
9475,2012-02-04,1,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,143
3850,2011-06-14,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,365
1282,2011-02-26,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,174
3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,280
15780,2012-10-24,4,1,10,16,0,3,1,1,0.74,0.6515,0.33,0.1343,532
8752,2012-01-05,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0,84
4161,2011-06-27,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,94
6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,402
17305,2012-12-28,1,1,12,21,0,5,1,2,0.24,0.2424,0.7,0.1343,92
7102,2011-10-28,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,213
15603,2012-10-17,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,464
8917,2012-01-12,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,230
8398,2011-12-21,1,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,58
12540,2012-06-11,2,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179,427
7527,2011-11-15,4,0,11,5,0,2,1,1,0.54,0.5152,0.68,0.2836,28
17245,2012-12-26,1,1,12,9,0,3,1,3,0.2,0.1818,0.86,0.3284,23
2850,2011-05-03,2,0,5,15,0,2,1,2,0.7,0.6515,0.58,0.4478,154
3455,2011-05-28,2,0,5,20,0,6,0,1,0.7,0.6515,0.65,0.2239,196
7975,2011-12-03,4,0,12,22,0,6,0,2,0.32,0.3333,0.61,0.0896,114
2457,2011-04-17,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,8
11915,2012-05-16,2,1,5,15,0,3,1,2,0.72,0.6667,0.48,0.1045,274
8799,2012-01-07,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,203
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,66
10105,2012-03-02,1,1,3,2,0,5,1,1,0.34,0.3182,0.53,0.2836,6
14363,2012-08-26,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,391
1511,2011-03-08,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343,128
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0,98
9394,2012-02-01,1,1,2,7,0,3,1,3,0.38,0.3939,0.62,0.0896,208
11514,2012-04-29,2,1,4,22,0,0,0,1,0.5,0.4848,0.45,0,108
4381,2011-07-06,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,43
1653,2011-03-14,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,84
16505,2012-11-25,4,1,11,10,0,0,0,1,0.24,0.2273,0.48,0.2537,139
11952,2012-05-18,2,1,5,4,0,5,1,1,0.46,0.4545,0.77,0.1642,11
506,2011-01-23,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,5
14705,2012-09-09,3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,206
2404,2011-04-15,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0,15
5343,2011-08-15,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,178
13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,7
8804,2012-01-07,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,449
10934,2012-04-05,2,1,4,17,0,4,1,1,0.5,0.4848,0.31,0.1642,822
5411,2011-08-18,3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,420
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,39
15738,2012-10-22,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,183
12304,2012-06-01,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,39
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,401
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,329
486,2011-01-22,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,8
15859,2012-10-27,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,167
5663,2011-08-29,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,188
4655,2011-07-17,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,262
4319,2011-07-03,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,176
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41
15755,2012-10-23,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,346
7455,2011-11-12,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,4
5103,2011-08-05,3,0,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,216
7652,2011-11-20,4,0,11,10,0,0,0,2,0.44,0.4394,0.72,0.1045,229
11156,2012-04-15,2,1,4,0,0,0,0,2,0.54,0.5152,0.56,0.194,124
1813,2011-03-21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,32
8952,2012-01-13,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,136
8107,2011-12-09,4,0,12,10,0,5,1,2,0.3,0.303,0.7,0.1642,126
15120,2012-09-27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,8
6804,2011-10-16,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,77
15704,2012-10-21,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,675
32,2011-01-02,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,8
904,2011-02-10,1,0,2,4,0,4,1,2,0.14,0.1364,0.59,0.2239,1
16015,2012-11-04,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,53
5155,2011-08-07,3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,193
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,23
4603,2011-07-15,3,0,7,16,0,5,1,1,0.72,0.6667,0.51,0.194,361
2569,2011-04-21,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,137
2098,2011-04-02,2,0,4,6,0,6,0,1,0.26,0.2727,0.7,0.1045,12
2414,2011-04-15,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,136
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,99
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,57
9245,2012-01-26,1,1,1,2,0,4,1,2,0.28,0.2727,0.75,0.1642,7
11249,2012-04-18,2,1,4,21,0,3,1,2,0.42,0.4242,0.82,0.0896,189
11523,2012-04-30,2,1,4,7,0,1,1,1,0.4,0.4091,0.5,0.194,349
2479,2011-04-18,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,6
9485,2012-02-05,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,63
8282,2011-12-16,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,365
14245,2012-08-21,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,878
6163,2011-09-19,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,420
8824,2012-01-08,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,256
2835,2011-05-03,2,0,5,0,0,2,1,2,0.56,0.5303,0.83,0.2239,16
6660,2011-10-10,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0,34
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703
3598,2011-06-03,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,391
11091,2012-04-12,2,1,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,306
602,2011-01-28,1,0,1,7,0,5,1,2,0.16,0.197,0.86,0.0896,60
1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47
6847,2011-10-17,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,229
8542,2011-12-27,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,19
13601,2012-07-25,3,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,397
1426,2011-03-04,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194,118
10663,2012-03-25,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,118
2600,2011-04-23,2,0,4,5,0,6,0,3,0.34,0.3636,1,0,7
5142,2011-08-07,3,0,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,32
12412,2012-06-06,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0,668
14025,2012-08-12,3,1,8,13,0,0,0,1,0.78,0.697,0.4,0,543
17131,2012-12-21,1,1,12,13,0,5,1,2,0.32,0.2879,0.39,0.4179,240
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,375
433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,5
14186,2012-08-19,3,1,8,6,0,0,0,2,0.62,0.6061,0.69,0.1045,20
7077,2011-10-27,4,0,10,11,0,4,1,3,0.5,0.4848,0.88,0.1343,52
14886,2012-09-17,3,1,9,10,0,1,1,2,0.62,0.6061,0.65,0.194,202
13666,2012-07-28,3,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,494
2857,2011-05-03,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,113
15240,2012-10-02,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,10
16985,2012-12-15,4,1,12,11,0,6,0,1,0.34,0.3485,0.61,0.0896,393
6243,2011-09-22,3,0,9,16,0,4,1,2,0.68,0.6364,0.74,0.1343,301
2481,2011-04-18,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,54
3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,27
8319,2011-12-18,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,3
6714,2011-10-12,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,259
10955,2012-04-06,2,1,4,14,0,5,1,1,0.48,0.4697,0.29,0.3881,490
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,228
1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,235
17034,2012-12-17,4,1,12,12,0,1,1,2,0.4,0.4091,0.87,0,232
5013,2011-08-01,3,0,8,18,0,1,1,1,0.78,0.697,0.43,0.194,543
6133,2011-09-18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,89
16359,2012-11-19,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,663
10253,2012-03-08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,109
9309,2012-01-28,1,1,1,18,0,6,0,1,0.42,0.4242,0.41,0.2239,241
13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,7
9478,2012-02-04,1,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,80
7323,2011-11-06,4,0,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,256
15260,2012-10-03,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0,52
1053,2011-02-16,1,0,2,14,0,3,1,1,0.46,0.4545,0.28,0.4179,82
15501,2012-10-13,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,146
5796,2011-09-03,3,0,9,22,0,6,0,1,0.68,0.6364,0.83,0.1045,162
14874,2012-09-16,3,1,9,22,0,0,0,1,0.56,0.5303,0.68,0.0896,127
16465,2012-11-23,4,1,11,18,0,5,1,2,0.46,0.4545,0.44,0,208
7758,2011-11-24,4,0,11,20,1,4,0,1,0.36,0.3485,0.76,0.1642,31
16786,2012-12-07,4,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045,10
6113,2011-09-17,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,22
639,2011-01-29,1,0,1,21,0,6,0,1,0.18,0.2121,0.74,0.0896,36
13675,2012-07-28,3,1,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,208
14392,2012-08-27,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,416
12729,2012-06-19,2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,272
16639,2012-12-01,4,1,12,1,0,6,0,1,0.26,0.303,0.81,0,69
8141,2011-12-10,4,0,12,20,0,6,0,1,0.24,0.2273,0.35,0.2239,124
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,25
14265,2012-08-22,3,1,8,13,0,3,1,1,0.76,0.6818,0.48,0.1045,316
2106,2011-04-02,2,0,4,14,0,6,0,3,0.32,0.303,0.76,0.3284,190
3783,2011-06-11,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,347
8788,2012-01-06,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0,101
3132,2011-05-15,2,0,5,9,0,0,0,1,0.58,0.5455,0.83,0.2537,134
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,104
11942,2012-05-17,2,1,5,18,0,4,1,1,0.66,0.6212,0.27,0.1642,868
11201,2012-04-16,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,271
15496,2012-10-12,4,1,10,20,0,5,1,1,0.42,0.4242,0.47,0.1343,308
1240,2011-02-24,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,137
1907,2011-03-25,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,9
14233,2012-08-21,3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,34
6018,2011-09-13,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,362
5781,2011-09-03,3,0,9,7,0,6,0,1,0.62,0.5909,0.73,0.194,38
11486,2012-04-28,2,1,4,18,0,6,0,3,0.4,0.4091,0.47,0,90
5827,2011-09-05,3,0,9,5,1,1,0,2,0.66,0.6212,0.74,0.1642,6
14564,2012-09-04,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,29
117,2011-01-06,1,0,1,1,0,4,1,1,0.16,0.2273,0.64,0,4
8923,2012-01-12,1,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,188
4124,2011-06-25,3,0,6,17,0,6,0,1,0.74,0.6667,0.42,0.2239,399
1977,2011-03-28,2,0,3,5,0,1,1,1,0.18,0.1818,0.43,0.194,8
15139,2012-09-27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,45
510,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,19
8724,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,152
17353,2012-12-30,1,1,12,21,0,0,0,1,0.2,0.2121,0.51,0.1642,47
11645,2012-05-05,2,1,5,9,0,6,0,1,0.62,0.5909,0.78,0.1045,284
16781,2012-12-06,4,1,12,23,0,4,1,1,0.24,0.2424,0.65,0.1642,93
14630,2012-09-06,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,835
9252,2012-01-26,1,1,1,9,0,4,1,2,0.3,0.3333,0.81,0,274
8114,2011-12-09,4,0,12,17,0,5,1,1,0.34,0.3485,0.66,0.1045,362
9280,2012-01-27,1,1,1,13,0,5,1,1,0.5,0.4848,0.59,0.4627,201
12077,2012-05-23,2,1,5,9,0,3,1,2,0.62,0.5909,0.78,0,297
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,139
12786,2012-06-21,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,243
1601,2011-03-12,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,1
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,121
487,2011-01-22,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,27
16883,2012-12-11,4,1,12,5,0,2,1,3,0.34,0.303,0.71,0.3284,41
9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,137
5086,2011-08-04,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,366
2800,2011-05-01,2,0,5,13,0,0,0,2,0.5,0.4848,0.63,0.1642,332
13759,2012-08-01,3,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,234
12654,2012-06-16,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,435
12108,2012-05-24,2,1,5,16,0,4,1,1,0.74,0.6818,0.55,0.3582,390
11667,2012-05-06,2,1,5,7,0,0,0,3,0.52,0.5,0.83,0.1642,36
1127,2011-02-19,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,120
9029,2012-01-17,1,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2
7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,84
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,555
9033,2012-01-17,1,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,57
16709,2012-12-03,4,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,102
3956,2011-06-18,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,449
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,398
10200,2012-03-06,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,6
13988,2012-08-11,3,1,8,0,0,6,0,1,0.7,0.6515,0.7,0.2836,180
3493,2011-05-30,2,0,5,10,1,1,0,1,0.8,0.7576,0.55,0.2537,269
13510,2012-07-22,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,122
12938,2012-06-28,3,1,6,6,0,4,1,1,0.62,0.6212,0.57,0.0896,193
5985,2011-09-11,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0,159
15718,2012-10-22,4,1,10,2,0,1,1,1,0.38,0.3939,0.71,0,5
14598,2012-09-05,3,1,9,10,0,3,1,2,0.76,0.7273,0.7,0.1642,235
8612,2011-12-30,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,245
5168,2011-08-08,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,15
13103,2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,7
1886,2011-03-24,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,124
17105,2012-12-20,4,1,12,11,0,4,1,2,0.34,0.3182,0.57,0.2239,190
10901,2012-04-04,2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,684
3837,2011-06-13,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,586
12486,2012-06-09,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,466
10745,2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,456
14141,2012-08-17,3,1,8,9,0,5,1,1,0.7,0.2424,0.58,0.1045,378
13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,59
4154,2011-06-26,3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,78
6060,2011-09-15,3,0,9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,20
1071,2011-02-17,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,285
10329,2012-03-11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,299
13808,2012-08-03,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,338
6069,2011-09-15,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,121
3621,2011-06-04,2,0,6,18,0,6,0,2,0.74,0.6515,0.3,0.1642,341
2757,2011-04-29,2,0,4,18,0,5,1,1,0.52,0.5,0.48,0.3582,439
6925,2011-10-21,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,7
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,408
432,2011-01-20,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,13
15675,2012-10-20,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0,65
965,2011-02-12,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,41
8900,2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,118
5099,2011-08-05,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,454
6373,2011-09-28,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,9
9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0,113
2760,2011-04-29,2,0,4,21,0,5,1,1,0.46,0.4545,0.51,0.194,195
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.194,14
3855,2011-06-14,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,169
4189,2011-06-28,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,157
2407,2011-04-15,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,3
7204,2011-11-01,4,0,11,18,0,2,1,1,0.42,0.4242,0.58,0.1045,460
1869,2011-03-23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,85
8399,2011-12-21,1,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,51
2552,2011-04-21,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,14
9891,2012-02-22,1,1,2,3,0,3,1,2,0.34,0.3182,0.71,0.2239,4
2916,2011-05-06,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,188
7531,2011-11-15,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,200
7383,2011-11-09,4,0,11,5,0,3,1,1,0.3,0.3333,0.87,0,28
7306,2011-11-06,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0,75
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,230
10090,2012-03-01,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.194,168
2816,2011-05-02,2,0,5,5,0,1,1,2,0.44,0.4394,0.77,0.1343,20
8839,2012-01-09,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,5
13011,2012-07-01,3,1,7,7,0,0,0,1,0.74,0.697,0.7,0,50
12475,2012-06-08,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,215
16675,2012-12-02,4,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,431
1520,2011-03-08,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,108
6898,2011-10-20,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,26
15787,2012-10-24,4,1,10,23,0,3,1,2,0.58,0.5455,0.68,0.0896,123
1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,129
6200,2011-09-20,3,0,9,21,0,2,1,1,0.56,0.5303,0.94,0,206
15058,2012-09-24,4,1,9,14,0,1,1,1,0.6,0.6061,0.28,0,303
11996,2012-05-20,2,1,5,0,0,0,0,1,0.58,0.5455,0.53,0.1045,170
5063,2011-08-03,3,0,8,20,0,3,1,3,0.7,0.6667,0.84,0.1045,87
7670,2011-11-21,4,0,11,4,0,1,1,3,0.44,0.4394,1,0.1343,5
14305,2012-08-24,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0,38
17255,2012-12-26,1,1,12,19,0,3,1,3,0.3,0.2879,0.87,0.194,35
10719,2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0,614
15822,2012-10-26,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,197
16245,2012-11-14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,181
13108,2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
2441,2011-04-16,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,63
7712,2011-11-22,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,87
8401,2011-12-21,1,0,12,16,0,3,1,3,0.44,0.4394,1,0.3284,101
10250,2012-03-08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,3
10103,2012-03-02,1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,46
5582,2011-08-25,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0,151
14531,2012-09-02,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,355
8525,2011-12-26,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0,27
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.194,5
512,2011-01-23,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,58
12115,2012-05-24,2,1,5,23,0,4,1,2,0.64,0.5909,0.78,0.1343,167
2180,2011-04-05,2,0,4,16,0,2,1,1,0.38,0.3939,0.46,0.4179,130
14404,2012-08-28,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,693
13712,2012-07-30,3,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,278
1495,2011-03-07,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881,96
11049,2012-04-10,2,1,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,259
3416,2011-05-27,2,0,5,5,0,5,1,1,0.64,0.6061,0.65,0.2836,31
7535,2011-11-15,4,0,11,13,0,2,1,3,0.54,0.5152,0.6,0.2239,153
3474,2011-05-29,2,0,5,15,0,0,0,1,0.74,0.697,0.7,0.2985,376
2396,2011-04-14,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0,388
973,2011-02-13,1,0,2,3,0,0,0,2,0.2,0.2273,0.69,0.1045,12
1235,2011-02-24,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,88
1550,2011-03-09,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,21
16363,2012-11-19,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,242
688,2011-01-31,1,0,1,23,0,1,1,2,0.16,0.197,0.64,0.0896,17
2325,2011-04-11,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,383
13642,2012-07-27,3,1,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,326
11435,2012-04-26,2,1,4,15,0,4,1,2,0.52,0.5,0.83,0.3284,204
12656,2012-06-16,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,603
2584,2011-04-22,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,40
508,2011-01-23,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1
5968,2011-09-11,3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,9
